date,Name,Reference,isPartial
2018-07-06,0,61,False
date,Josée Bélanger,Canada football,isPartial
2018-06-08,0,28,False
2018-06-09,0,45,False
2018-06-10,0,66,False
2018-06-11,0,40,False
2018-06-12,0,41,False
2018-06-13,0,70,False
2018-06-14,0,84,False
2018-06-15,0,91,False
2018-06-16,0,74,False
2018-06-17,0,78,False
2018-06-18,2,69,False
2018-06-19,0,71,False
2018-06-20,0,39,False
2018-06-21,0,46,False
2018-06-22,0,55,False
2018-06-23,0,82,False
2018-06-24,0,76,False
2018-06-25,0,52,False
2018-06-26,0,53,False
2018-06-27,0,45,False
2018-06-28,0,51,False
2018-06-29,0,62,False
2018-06-30,0,74,False
2018-07-01,0,100,False
2018-07-02,0,45,False
2018-07-03,0,43,False
2018-07-04,0,40,False
2018-07-05,0,45,False
2018-07-06,0,59,False
date,Lauren Sesselmann,Canada football,isPartial
2018-06-08,4,36,False
2018-06-09,3,40,False
2018-06-10,3,76,False
2018-06-11,5,50,False
2018-06-12,0,37,False
2018-06-13,0,77,False
2018-06-14,0,78,False
2018-06-15,3,100,False
2018-06-16,3,84,False
2018-06-17,6,82,False
2018-06-18,3,67,False
2018-06-19,0,71,False
2018-06-20,3,53,False
2018-06-21,5,54,False
2018-06-22,3,55,False
2018-06-23,0,83,False
2018-06-24,6,70,False
2018-06-25,0,51,False
2018-06-26,0,51,False
2018-06-27,3,57,False
2018-06-28,5,58,False
2018-06-29,0,49,False
2018-06-30,3,75,False
2018-07-01,3,97,False
2018-07-02,3,58,False
2018-07-03,3,54,False
2018-07-04,3,44,False
2018-07-05,3,48,False
2018-07-06,0,61,False
date,Desiree Scott,Canada football,isPartial
2018-06-08,0,36,False
2018-06-09,0,40,False
2018-06-10,3,76,False
2018-06-11,0,50,False
2018-06-12,0,37,False
2018-06-13,0,77,False
2018-06-14,3,78,False
2018-06-15,3,100,False
2018-06-16,0,84,False
2018-06-17,0,82,False
2018-06-18,0,67,False
2018-06-19,3,71,False
2018-06-20,0,53,False
2018-06-21,0,54,False
2018-06-22,0,55,False
2018-06-23,0,83,False
2018-06-24,0,70,False
2018-06-25,0,51,False
2018-06-26,0,51,False
2018-06-27,3,57,False
2018-06-28,0,58,False
2018-06-29,0,49,False
2018-06-30,0,75,False
2018-07-01,0,97,False
2018-07-02,3,58,False
2018-07-03,3,54,False
2018-07-04,3,44,False
2018-07-05,0,48,False
2018-07-06,0,61,False
date,Christine Sinclair,Canada football,isPartial
2018-06-08,6,36,False
2018-06-09,3,40,False
2018-06-10,23,76,False
2018-06-11,5,50,False
2018-06-12,15,37,False
2018-06-13,7,77,False
2018-06-14,5,78,False
2018-06-15,8,100,False
2018-06-16,3,84,False
2018-06-17,5,82,False
2018-06-18,7,67,False
2018-06-19,3,71,False
2018-06-20,4,53,False
2018-06-21,3,54,False
2018-06-22,8,55,False
2018-06-23,6,83,False
2018-06-24,3,70,False
2018-06-25,5,51,False
2018-06-26,5,51,False
2018-06-27,5,57,False
2018-06-28,3,58,False
2018-06-29,3,49,False
2018-06-30,3,75,False
2018-07-01,3,97,False
2018-07-02,5,58,False
2018-07-03,3,54,False
2018-07-04,8,44,False
2018-07-05,3,48,False
2018-07-06,3,61,False
date,Sophie Schmidt,Canada football,isPartial
2018-06-08,5,28,False
2018-06-09,3,45,False
2018-06-10,3,66,False
2018-06-11,7,40,False
2018-06-12,0,41,False
2018-06-13,5,70,False
2018-06-14,2,84,False
2018-06-15,5,91,False
2018-06-16,0,74,False
2018-06-17,0,78,False
2018-06-18,0,69,False
2018-06-19,0,71,False
2018-06-20,5,39,False
2018-06-21,2,46,False
2018-06-22,0,55,False
2018-06-23,0,82,False
2018-06-24,6,76,False
2018-06-25,5,52,False
2018-06-26,5,53,False
2018-06-27,0,45,False
2018-06-28,2,51,False
2018-06-29,0,62,False
2018-06-30,6,74,False
2018-07-01,0,100,False
2018-07-02,0,45,False
2018-07-03,0,43,False
2018-07-04,0,40,False
2018-07-05,5,45,False
2018-07-06,7,59,False
date,Melissa Tancredi,Canada football,isPartial
2018-06-08,0,28,False
2018-06-09,0,45,False
2018-06-10,0,66,False
2018-06-11,0,40,False
2018-06-12,0,41,False
2018-06-13,2,70,False
2018-06-14,2,84,False
2018-06-15,0,91,False
2018-06-16,0,74,False
2018-06-17,0,78,False
2018-06-18,0,69,False
2018-06-19,0,71,False
2018-06-20,0,39,False
2018-06-21,0,46,False
2018-06-22,0,55,False
2018-06-23,0,82,False
2018-06-24,0,76,False
2018-06-25,0,52,False
2018-06-26,0,53,False
2018-06-27,0,45,False
2018-06-28,0,51,False
2018-06-29,0,62,False
2018-06-30,3,74,False
2018-07-01,0,100,False
2018-07-02,2,45,False
2018-07-03,0,43,False
2018-07-04,0,40,False
2018-07-05,0,45,False
2018-07-06,0,59,False
date,Allysha Chapman,Canada football,isPartial
2018-06-08,0,28,False
2018-06-09,0,45,False
2018-06-10,0,66,False
2018-06-11,0,40,False
2018-06-12,0,41,False
2018-06-13,0,70,False
2018-06-14,0,84,False
2018-06-15,0,91,False
2018-06-16,0,74,False
2018-06-17,0,78,False
2018-06-18,0,69,False
2018-06-19,0,71,False
2018-06-20,0,39,False
2018-06-21,0,46,False
2018-06-22,0,55,False
2018-06-23,0,82,False
2018-06-24,0,76,False
2018-06-25,0,52,False
2018-06-26,0,53,False
2018-06-27,0,45,False
2018-06-28,0,51,False
2018-06-29,0,62,False
2018-06-30,0,74,False
2018-07-01,0,100,False
2018-07-02,0,45,False
2018-07-03,2,43,False
2018-07-04,0,40,False
2018-07-05,0,45,False
2018-07-06,0,59,False
date,Jonelle Filigno,Canada football,isPartial
2018-06-08,0,36,False
2018-06-09,0,40,False
2018-06-10,0,76,False
2018-06-11,0,50,False
2018-06-12,0,37,False
2018-06-13,0,77,False
2018-06-14,0,78,False
2018-06-15,0,100,False
2018-06-16,0,84,False
2018-06-17,3,82,False
2018-06-18,0,67,False
2018-06-19,0,71,False
2018-06-20,0,53,False
2018-06-21,5,54,False
2018-06-22,0,55,False
2018-06-23,3,83,False
2018-06-24,3,70,False
2018-06-25,0,51,False
2018-06-26,0,51,False
2018-06-27,0,57,False
2018-06-28,3,58,False
2018-06-29,0,49,False
2018-06-30,0,75,False
2018-07-01,0,97,False
2018-07-02,0,58,False
2018-07-03,5,54,False
2018-07-04,0,44,False
2018-07-05,0,48,False
2018-07-06,0,61,False
date,Jessie Fleming,Canada football,isPartial
2018-06-08,3,36,False
2018-06-09,0,40,False
2018-06-10,3,76,False
2018-06-11,4,50,False
2018-06-12,5,37,False
2018-06-13,0,77,False
2018-06-14,3,78,False
2018-06-15,3,100,False
2018-06-16,3,84,False
2018-06-17,0,82,False
2018-06-18,3,67,False
2018-06-19,3,71,False
2018-06-20,5,53,False
2018-06-21,0,54,False
2018-06-22,3,55,False
2018-06-23,0,83,False
2018-06-24,0,70,False
2018-06-25,5,51,False
2018-06-26,0,51,False
2018-06-27,0,57,False
2018-06-28,3,58,False
2018-06-29,3,49,False
2018-06-30,0,75,False
2018-07-01,0,97,False
2018-07-02,0,58,False
2018-07-03,0,54,False
2018-07-04,0,44,False
2018-07-05,0,48,False
2018-07-06,3,61,False
date,Selenia Iacchelli,Canada football,isPartial
2018-06-08,0,28,False
2018-06-09,0,45,False
2018-06-10,0,66,False
2018-06-11,0,40,False
2018-06-12,0,41,False
2018-06-13,0,70,False
2018-06-14,0,84,False
2018-06-15,0,91,False
2018-06-16,0,74,False
2018-06-17,0,78,False
2018-06-18,0,69,False
2018-06-19,0,71,False
2018-06-20,0,39,False
2018-06-21,0,46,False
2018-06-22,0,55,False
2018-06-23,0,82,False
2018-06-24,0,76,False
2018-06-25,0,52,False
2018-06-26,0,53,False
2018-06-27,0,45,False
2018-06-28,0,51,False
2018-06-29,0,62,False
2018-06-30,0,74,False
2018-07-01,0,100,False
2018-07-02,0,45,False
2018-07-03,0,43,False
2018-07-04,0,40,False
2018-07-05,0,45,False
2018-07-06,0,59,False
date,Adriana Leon,Canada football,isPartial
2018-06-08,7,36,False
2018-06-09,3,40,False
2018-06-10,6,76,False
2018-06-11,6,50,False
2018-06-12,4,37,False
2018-06-13,6,77,False
2018-06-14,5,78,False
2018-06-15,6,100,False
2018-06-16,3,84,False
2018-06-17,3,82,False
2018-06-18,5,67,False
2018-06-19,3,71,False
2018-06-20,3,53,False
2018-06-21,8,54,False
2018-06-22,3,55,False
2018-06-23,3,83,False
2018-06-24,3,70,False
2018-06-25,5,51,False
2018-06-26,5,51,False
2018-06-27,4,57,False
2018-06-28,5,58,False
2018-06-29,6,49,False
2018-06-30,0,75,False
2018-07-01,3,97,False
2018-07-02,4,58,False
2018-07-03,3,54,False
2018-07-04,3,44,False
2018-07-05,5,48,False
2018-07-06,3,61,False
date,Marie-Ève Nault,Canada football,isPartial
2018-06-08,0,28,False
2018-06-09,0,45,False
2018-06-10,0,66,False
2018-06-11,0,40,False
2018-06-12,0,41,False
2018-06-13,0,70,False
2018-06-14,0,84,False
2018-06-15,0,91,False
2018-06-16,0,74,False
2018-06-17,0,78,False
2018-06-18,0,69,False
2018-06-19,0,71,False
2018-06-20,0,39,False
2018-06-21,0,46,False
2018-06-22,0,55,False
2018-06-23,0,82,False
2018-06-24,0,76,False
2018-06-25,0,52,False
2018-06-26,0,53,False
2018-06-27,0,45,False
2018-06-28,0,51,False
2018-06-29,0,62,False
2018-06-30,0,74,False
2018-07-01,0,100,False
2018-07-02,0,45,False
2018-07-03,0,43,False
2018-07-04,0,40,False
2018-07-05,0,45,False
2018-07-06,0,59,False
date,Stephanie Labbé,Canada football,isPartial
2018-06-08,0,28,False
2018-06-09,0,45,False
2018-06-10,3,66,False
2018-06-11,0,40,False
2018-06-12,0,41,False
2018-06-13,0,70,False
2018-06-14,0,84,False
2018-06-15,0,91,False
2018-06-16,0,74,False
2018-06-17,0,78,False
2018-06-18,0,69,False
2018-06-19,0,71,False
2018-06-20,0,39,False
2018-06-21,0,46,False
2018-06-22,0,55,False
2018-06-23,0,82,False
2018-06-24,0,76,False
2018-06-25,2,52,False
2018-06-26,0,53,False
2018-06-27,0,45,False
2018-06-28,0,51,False
2018-06-29,0,62,False
2018-06-30,0,74,False
2018-07-01,0,100,False
2018-07-02,0,45,False
2018-07-03,0,43,False
2018-07-04,0,40,False
2018-07-05,0,45,False
2018-07-06,0,59,False
date,Ashley Lawrence,Canada football,isPartial
2018-06-08,3,28,False
2018-06-09,6,45,False
2018-06-10,11,66,False
2018-06-11,2,40,False
2018-06-12,11,41,False
2018-06-13,7,70,False
2018-06-14,12,84,False
2018-06-15,5,91,False
2018-06-16,8,74,False
2018-06-17,3,78,False
2018-06-18,7,69,False
2018-06-19,12,71,False
2018-06-20,7,39,False
2018-06-21,5,46,False
2018-06-22,18,55,False
2018-06-23,20,82,False
2018-06-24,25,76,False
2018-06-25,7,52,False
2018-06-26,7,53,False
2018-06-27,5,45,False
2018-06-28,5,51,False
2018-06-29,0,62,False
2018-06-30,8,74,False
2018-07-01,3,100,False
2018-07-02,12,45,False
2018-07-03,5,43,False
2018-07-04,3,40,False
2018-07-05,5,45,False
2018-07-06,7,59,False
date,Karina LeBlanc,Canada football,isPartial
2018-06-08,3,36,False
2018-06-09,0,40,False
2018-06-10,0,76,False
2018-06-11,3,50,False
2018-06-12,0,37,False
2018-06-13,4,77,False
2018-06-14,3,78,False
2018-06-15,0,100,False
2018-06-16,3,84,False
2018-06-17,3,82,False
2018-06-18,3,67,False
2018-06-19,0,71,False
2018-06-20,3,53,False
2018-06-21,0,54,False
2018-06-22,0,55,False
2018-06-23,0,83,False
2018-06-24,0,70,False
2018-06-25,0,51,False
2018-06-26,0,51,False
2018-06-27,3,57,False
2018-06-28,0,58,False
2018-06-29,0,49,False
2018-06-30,3,75,False
2018-07-01,0,97,False
2018-07-02,0,58,False
2018-07-03,0,54,False
2018-07-04,3,44,False
2018-07-05,0,48,False
2018-07-06,0,61,False
date,Zhang Yue,China PR football,isPartial
2018-06-08,0,0,False
2018-06-09,0,0,False
2018-06-10,40,0,False
2018-06-11,66,0,False
2018-06-12,0,0,False
2018-06-13,96,0,False
2018-06-14,0,34,False
2018-06-15,36,0,False
2018-06-16,0,0,False
2018-06-17,0,0,False
2018-06-18,0,0,False
2018-06-19,33,0,False
2018-06-20,34,0,False
2018-06-21,68,68,False
2018-06-22,35,0,False
2018-06-23,0,0,False
2018-06-24,0,0,False
2018-06-25,67,0,False
2018-06-26,0,0,False
2018-06-27,100,0,False
2018-06-28,34,0,False
2018-06-29,0,0,False
2018-06-30,0,0,False
2018-07-01,39,0,False
2018-07-02,0,0,False
2018-07-03,68,0,False
2018-07-04,71,0,False
2018-07-05,35,0,False
2018-07-06,0,0,False
date,Liu Shanshan,China PR football,isPartial
2018-06-08,52,0,False
2018-06-09,0,0,False
2018-06-10,0,0,False
2018-06-11,0,0,False
2018-06-12,0,0,False
2018-06-13,0,0,False
2018-06-14,0,49,False
2018-06-15,0,0,False
2018-06-16,0,0,False
2018-06-17,0,0,False
2018-06-18,0,0,False
2018-06-19,49,0,False
2018-06-20,0,0,False
2018-06-21,0,100,False
2018-06-22,0,0,False
2018-06-23,0,0,False
2018-06-24,0,0,False
2018-06-25,0,0,False
2018-06-26,0,0,False
2018-06-27,0,0,False
2018-06-28,0,0,False
2018-06-29,0,0,False
2018-06-30,0,0,False
2018-07-01,0,0,False
2018-07-02,0,0,False
2018-07-03,0,0,False
2018-07-04,0,0,False
2018-07-05,0,0,False
2018-07-06,0,0,False
date,Pang Fengyue,China PR football,isPartial
2018-06-08,0,0,False
2018-06-09,0,0,False
2018-06-10,0,0,False
2018-06-11,0,0,False
2018-06-12,0,0,False
2018-06-13,0,0,False
2018-06-14,0,49,False
2018-06-15,0,0,False
2018-06-16,0,0,False
2018-06-17,0,0,False
2018-06-18,0,0,False
2018-06-19,0,0,False
2018-06-20,0,0,False
2018-06-21,0,100,False
2018-06-22,0,0,False
2018-06-23,0,0,False
2018-06-24,0,0,False
2018-06-25,0,0,False
2018-06-26,0,0,False
2018-06-27,0,0,False
2018-06-28,0,0,False
2018-06-29,0,0,False
2018-06-30,0,0,False
2018-07-01,0,0,False
2018-07-02,0,0,False
2018-07-03,0,0,False
2018-07-04,0,0,False
2018-07-05,0,0,False
2018-07-06,0,0,False
date,Li Jiayue,China PR football,isPartial
2018-06-08,0,0,False
2018-06-09,0,0,False
2018-06-10,0,0,False
2018-06-11,0,0,False
2018-06-12,0,0,False
2018-06-13,0,0,False
2018-06-14,0,49,False
2018-06-15,0,0,False
2018-06-16,0,0,False
2018-06-17,0,0,False
2018-06-18,0,0,False
2018-06-19,0,0,False
2018-06-20,0,0,False
2018-06-21,0,100,False
2018-06-22,0,0,False
2018-06-23,0,0,False
2018-06-24,0,0,False
2018-06-25,0,0,False
2018-06-26,0,0,False
2018-06-27,0,0,False
2018-06-28,0,0,False
2018-06-29,0,0,False
2018-06-30,0,0,False
2018-07-01,0,0,False
2018-07-02,0,0,False
2018-07-03,0,0,False
2018-07-04,0,0,False
2018-07-05,0,0,False
2018-07-06,0,0,False
date,Wu Haiyan,China PR football,isPartial
2018-06-08,0,0,False
2018-06-09,0,0,False
2018-06-10,0,0,False
2018-06-11,0,0,False
2018-06-12,0,0,False
2018-06-13,0,0,False
2018-06-14,0,49,False
2018-06-15,0,0,False
2018-06-16,0,0,False
2018-06-17,0,0,False
2018-06-18,0,0,False
2018-06-19,0,0,False
2018-06-20,0,0,False
2018-06-21,0,100,False
2018-06-22,0,0,False
2018-06-23,0,0,False
2018-06-24,0,0,False
2018-06-25,0,0,False
2018-06-26,0,0,False
2018-06-27,0,0,False
2018-06-28,0,0,False
2018-06-29,0,0,False
2018-06-30,0,0,False
2018-07-01,0,0,False
2018-07-02,0,0,False
2018-07-03,0,0,False
2018-07-04,0,0,False
2018-07-05,0,0,False
2018-07-06,0,0,False
date,Li Dongna,China PR football,isPartial
2018-06-08,0,0,False
2018-06-09,0,0,False
2018-06-10,0,0,False
2018-06-11,0,0,False
2018-06-12,0,46,False
2018-06-13,0,0,False
2018-06-14,0,49,False
2018-06-15,0,0,False
2018-06-16,0,0,False
2018-06-17,0,0,False
2018-06-18,0,0,False
2018-06-19,0,0,False
2018-06-20,0,0,False
2018-06-21,0,100,False
2018-06-22,0,0,False
2018-06-23,0,0,False
2018-06-24,0,0,False
2018-06-25,0,0,False
2018-06-26,0,0,False
2018-06-27,0,0,False
2018-06-28,0,0,False
2018-06-29,0,0,False
2018-06-30,0,0,False
2018-07-01,0,0,False
2018-07-02,0,0,False
2018-07-03,0,0,False
2018-07-04,0,0,False
2018-07-05,0,0,False
2018-07-06,0,0,False
date,Xu Yanlu,China PR football,isPartial
2018-06-08,0,0,False
2018-06-09,0,0,False
2018-06-10,0,0,False
2018-06-11,0,0,False
2018-06-12,0,0,False
2018-06-13,0,0,False
2018-06-14,0,49,False
2018-06-15,0,0,False
2018-06-16,0,0,False
2018-06-17,0,0,False
2018-06-18,0,0,False
2018-06-19,0,0,False
2018-06-20,0,0,False
2018-06-21,0,100,False
2018-06-22,0,0,False
2018-06-23,0,0,False
2018-06-24,0,0,False
2018-06-25,0,0,False
2018-06-26,0,0,False
2018-06-27,0,0,False
2018-06-28,0,0,False
2018-06-29,0,0,False
2018-06-30,0,0,False
2018-07-01,0,0,False
2018-07-02,0,0,False
2018-07-03,0,0,False
2018-07-04,0,0,False
2018-07-05,0,0,False
2018-07-06,0,0,False
date,Ma Jun,China PR football,isPartial
2018-06-08,36,0,False
2018-06-09,40,0,False
2018-06-10,61,0,False
2018-06-11,33,0,False
2018-06-12,48,16,False
2018-06-13,24,0,False
2018-06-14,51,17,False
2018-06-15,18,0,False
2018-06-16,100,0,False
2018-06-17,39,0,False
2018-06-18,26,0,False
2018-06-19,59,0,False
2018-06-20,43,0,False
2018-06-21,34,34,False
2018-06-22,35,0,False
2018-06-23,78,0,False
2018-06-24,39,0,False
2018-06-25,34,0,False
2018-06-26,51,0,False
2018-06-27,51,0,False
2018-06-28,43,0,False
2018-06-29,27,0,False
2018-06-30,59,0,False
2018-07-01,59,0,False
2018-07-02,17,0,False
2018-07-03,68,0,False
2018-07-04,36,0,False
2018-07-05,18,0,False
2018-07-06,60,0,False
date,Wang Shanshan,China PR football,isPartial
2018-06-08,0,0,False
2018-06-09,0,0,False
2018-06-10,0,0,False
2018-06-11,0,0,False
2018-06-12,0,45,False
2018-06-13,0,0,False
2018-06-14,0,48,False
2018-06-15,0,0,False
2018-06-16,0,0,False
2018-06-17,0,0,False
2018-06-18,0,0,False
2018-06-19,47,0,False
2018-06-20,0,0,False
2018-06-21,0,98,False
2018-06-22,0,0,False
2018-06-23,0,0,False
2018-06-24,0,0,False
2018-06-25,0,0,False
2018-06-26,0,0,False
2018-06-27,0,0,False
2018-06-28,0,0,False
2018-06-29,0,0,False
2018-06-30,0,0,False
2018-07-01,0,0,False
2018-07-02,0,0,False
2018-07-03,48,0,False
2018-07-04,0,0,False
2018-07-05,100,0,False
2018-07-06,0,0,False
date,Li Ying,China PR football,isPartial
2018-06-08,50,0,False
2018-06-09,37,0,False
2018-06-10,38,0,False
2018-06-11,38,0,False
2018-06-12,44,0,False
2018-06-13,45,0,False
2018-06-14,24,8,False
2018-06-15,25,0,False
2018-06-16,37,0,False
2018-06-17,64,0,False
2018-06-18,24,0,False
2018-06-19,31,0,False
2018-06-20,32,0,False
2018-06-21,32,16,False
2018-06-22,49,0,False
2018-06-23,37,0,False
2018-06-24,18,0,False
2018-06-25,23,0,False
2018-06-26,55,0,False
2018-06-27,47,0,False
2018-06-28,87,0,False
2018-06-29,34,0,False
2018-06-30,65,0,False
2018-07-01,100,0,False
2018-07-02,24,0,False
2018-07-03,40,0,False
2018-07-04,66,0,False
2018-07-05,25,0,False
2018-07-06,72,0,False
date,Wang Shuang,China PR football,isPartial
2018-06-08,46,0,False
2018-06-09,0,0,False
2018-06-10,52,0,False
2018-06-11,0,0,False
2018-06-12,0,0,False
2018-06-13,41,0,False
2018-06-14,0,43,False
2018-06-15,46,0,False
2018-06-16,0,0,False
2018-06-17,0,0,False
2018-06-18,0,0,False
2018-06-19,0,0,False
2018-06-20,0,0,False
2018-06-21,0,87,False
2018-06-22,0,0,False
2018-06-23,0,0,False
2018-06-24,0,0,False
2018-06-25,0,0,False
2018-06-26,43,0,False
2018-06-27,0,0,False
2018-06-28,0,0,False
2018-06-29,0,0,False
2018-06-30,51,0,False
2018-07-01,100,0,False
2018-07-02,0,0,False
2018-07-03,0,0,False
2018-07-04,0,0,False
2018-07-05,0,0,False
2018-07-06,88,0,False
date,Wang Fei,China PR football,isPartial
2018-06-08,73,0,False
2018-06-09,36,0,False
2018-06-10,90,0,False
2018-06-11,30,0,False
2018-06-12,100,14,False
2018-06-13,73,0,False
2018-06-14,31,15,False
2018-06-15,32,0,False
2018-06-16,63,0,False
2018-06-17,27,0,False
2018-06-18,85,0,False
2018-06-19,15,0,False
2018-06-20,31,0,False
2018-06-21,31,31,False
2018-06-22,32,0,False
2018-06-23,18,0,False
2018-06-24,36,0,False
2018-06-25,23,0,False
2018-06-26,38,0,False
2018-06-27,38,0,False
2018-06-28,31,0,False
2018-06-29,41,0,False
2018-06-30,27,0,False
2018-07-01,35,0,False
2018-07-02,15,0,False
2018-07-03,15,0,False
2018-07-04,32,0,False
2018-07-05,48,0,False
2018-07-06,86,0,False
date,Tang Jiali,China PR football,isPartial
2018-06-08,0,0,False
